Name,Location,Locality,City,Rating,Cost
Nom Nom,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.4,2000
Mad Over Donuts,"Shubham Housing Society,Versova, Andheri West", Andheri West,Mumbai,4.4,450
Wanton House,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.1,900
1441 Pizzeria,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,4.6,1200
Mesa Bistro,"Svenska Design Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,3.5,2000
Coffee By Di Bella,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.4,700
Cafe Waffles Coffee & More,"Versova, Andheri West", Andheri West,Mumbai,4.4,300
Sai Shraddha Veg Treat,"Shanti Cottage,Thane West, Thane", Thane,Mumbai,3.9,800
Dhamaka Cafe & Lounge Bar,"Bandra West, Bandra", Bandra,Mumbai,4.0,1500
The Calcutta Club,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.0,1000
The Atrangii House,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,4.4,2000
Social,"Gagangiri CHS,Bandra West, Bandra", Bandra,Mumbai,4.2,2000
New York Burrito Company,"Oshiwara, North Western", North Western,Mumbai,4.2,600
Kissa Stories Over Food,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,4.3,1500
Gustoso,"Jharna Apartments,Khar West, Bandra", Bandra,Mumbai,4.4,2500
Jamjar Diner,"Gazebo House,Bandra West, Bandra", Bandra,Mumbai,4.4,1500
Mad Over Donuts,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.4,450
Dinshaw's Xpress Cafe,"Oshiwara, North Western", North Western,Mumbai,4.5,1500
Ottoman Cafe,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,3.0,1000
Kill No Kalorie,"Kulkarni CHS Building,Thane West, Thane", Thane,Mumbai,5.0,900
New York Burrito Company,"Kalpitam Society,Bandra West, Bandra", Bandra,Mumbai,4.5,600
Angrezi Patiyalaa,"Khopat, Thane", Thane,Mumbai,4.2,2000
Fire Bowl,"Oshiwara, North Western", North Western,Mumbai,3.6,800
Kath N Ghat,"Panch Pakhadi, Thane", Thane,Mumbai,4.5,1500
Lucky Restaurant,"Bandra West, Bandra", Bandra,Mumbai,3.9,500
Flavors,"Hotel Yogi Metropolitan,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,4.3,1500
Pop Tate's,"Korum Mall,Thane West, Thane", Thane,Mumbai,4.2,2000
Tossin Pizza,"Rizvi Palace,Bandra West, Bandra", Bandra,Mumbai,4.6,1000
Warehouse KitchenBar,"Malad West, North Western", North Western,Mumbai,4.2,2000
Shikara,"Hotel Highway View,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,4.2,1800
Harbour O' Four,"Sun Magnetica Building,Thane West, Thane", Thane,Mumbai,4.1,1600
Urban Tadka,"Mohit Height Tower,Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.3,1600
Gajalee,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.5,1500
Mi Hi Koli,"Ajit Darshan Building,Thane West, Thane", Thane,Mumbai,4.0,1000
Frozen Bottle,"Mazgaon, South Mumbai", South Mumbai,Mumbai,4.5,500
The Irish House,"Gasper Enclave,Bandra West, Bandra", Bandra,Mumbai,4.4,2000
Kasbah Grand,"Chandiwala Arcade,Goregaon West, North Western", North Western,Mumbai,4.1,2000
Green Leaf,"Balwanth Niwas,Thane West, Thane", Thane,Mumbai,4.2,900
Mia Cuccinna,"Bandra West, Bandra", Bandra,Mumbai,4.2,2200
Green Tadka,"Goregaon West, North Western", North Western,Mumbai,3.6,700
Coffee By Di Bella,"Carlton Court,Bandra West, Bandra", Bandra,Mumbai,4.6,700
Tavaa,"Saqib CHS,Bandra West, Bandra", Bandra,Mumbai,3.8,800
Wow! China by Wow! Momo,"Gagangiri CHS,Bandra West, Bandra", Bandra,Mumbai,4.5,1600
Mamagoto,"Gazebo House,Bandra West, Bandra", Bandra,Mumbai,4.5,1500
Boojee Cafe,"Rays House CHS,Bandra West, Bandra", Bandra,Mumbai,5.0,800
Fire Bowl,"Malad West, North Western", North Western,Mumbai,4.4,800
Misal Adda,"Thane West, Thane", Thane,Mumbai,3.8,200
Spice It,"Ibis Hotel,Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,4.1,1200
The Nutcracker,"Bandra West, Bandra", Bandra,Mumbai,4.6,1200
Soul Fry,"Silver Croft Building,Bandra West, Bandra", Bandra,Mumbai,3.9,1000
Pablo - The Art Cafe Lounge,"Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,4.2,2500
Persia Darbar,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.5,1000
The Bagel Shop,"Anand Villa,Bandra West, Bandra", Bandra,Mumbai,4.4,1000
Thambbi,"Gagangiri CHS,Thane West, Thane", Thane,Mumbai,3.0,800
Tibbs Frankie,"Inorbit Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,1.7,200
Meraki,"Bandra West, Bandra", Bandra,Mumbai,4.2,600
Phelia Lounge,"Goregaon West, North Western", North Western,Mumbai,4.0,2000
Banana Leaf,"Malad West, North Western", North Western,Mumbai,4.6,1000
Coffee By Di Bella,"Mehta Building,Matunga East, South Mumbai", South Mumbai,Mumbai,4.4,700
Messy Addaa,"Matunga East, South Mumbai", South Mumbai,Mumbai,4.6,700
Cafe Nutrithink,"Panch Pakhadi, Thane", Thane,Mumbai,4.0,1000
By The Bae - Kitchen And Bar,"Versova, Andheri West", Andheri West,Mumbai,4.1,2000
Frozen Bottle,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,4.4,500
New York Burrito Company,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,4.3,600
Bougainvillea,"Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,4.4,1300
Mad Over Donuts,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,4.3,450
Bandra Gomantak,"Bandra West, Bandra", Bandra,Mumbai,3.6,800
Ottoman Cafe,"Versova, Andheri West", Andheri West,Mumbai,4.3,1500
Howra Burger,"Dunhill Apartments,Bandra West, Bandra", Bandra,Mumbai,4.2,600
Mad Over Donuts,"HyperCITY Mall,Malad West, North Western", North Western,Mumbai,4.4,450
Kakori House,"Shiv Sagar CHS,Mahim, South Mumbai", South Mumbai,Mumbai,4.2,1500
PizzAah! District,"7 Bungalows, Andheri West", Andheri West,Mumbai,2.4,600
British Waffle Co.,"Vastu Tower,Goregaon East, North Western", North Western,Mumbai,1.0,400
Tibbs Frankie,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,4.1,200
New Sernyaa,"Adarsh Nagar, Andheri West", Andheri West,Mumbai,1.7,800
Shake N Crack,"Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,2.3,200
6th Street Yogurt,"Rachael Building,Bandra West, Bandra", Bandra,Mumbai,4.5,300
Persia Darbar,"Malad West, North Western", North Western,Mumbai,4.6,1000
Eataeria,"Bandra West, Bandra", Bandra,Mumbai,4.4,800
Phelia Terrace,"First Avenue,Goregaon West, North Western", North Western,Mumbai,3.3,2000
Banana Leaf,"Korum Mall,Thane West, Thane", Thane,Mumbai,4.3,1000
Bachelorr's,"Kosamda,Bandra West, Bandra", Bandra,Mumbai,4.2,300
Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.5,500
Pop Tate's,"Parth Business Plaza,Malad West, North Western", North Western,Mumbai,4.3,2000
Bruciato Food Factory,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,3.9,1000
Tibbs Frankie,"Korum Mall,Thane West, Thane", Thane,Mumbai,3.9,200
Wanton House,"Shams Palace,Bandra West, Bandra", Bandra,Mumbai,4.0,900
HAS South Bombay,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,3.5,500
Naans n Noodles,"Hotel Yogi Midtown,Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,3.9,1000
Kakori House,"Bandra West, Bandra", Bandra,Mumbai,3.7,1500
Beyond - Wine & Dine,"Malad West, North Western", North Western,Mumbai,4.3,2200
Thangabali,"Manmohan Bhavan,Mahim, South Mumbai", South Mumbai,Mumbai,4.4,1200
Fire Bowl,"Mangal Orchid CHS,Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.3,800
Dewano Daa Dhaba,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,4.5,900
Nomada,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,3.6,1500
Coffee By Di Bella,"Versova, Andheri West", Andheri West,Mumbai,4.4,700
Stir Fry Grill,"Malad West, North Western", North Western,Mumbai,4.3,1500
The Food Studio,"Nisha Palace,Malad West, North Western", North Western,Mumbai,4.1,1400
Goa Portuguesa,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,4.3,1500
Sirocco,"Versova, Andheri West", Andheri West,Mumbai,4.3,1200
Diva Maharashtracha,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,4.4,2000
Yoko Sizzlers,"Malad West, North Western", North Western,Mumbai,4.3,2400
SodaBottleOpenerWala,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.2,1600
Dakshin Culture Curry,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,4.1,2000
Mad Over Donuts,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.6,450
Sammy Sosa,"Raj Infinia,Malad West, North Western", North Western,Mumbai,4.3,2200
PizzaExpress,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.2,2000
Aromas Cafe,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.4,1000
Mad Over Donuts,"Growel's 101 Mall,Kandivali East, North Western", North Western,Mumbai,4.6,450
Mainland China,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.3,1800
Coffee By Di Bella,"West Wind Apartment,Mahim, South Mumbai", South Mumbai,Mumbai,4.2,700
Pokket Cafe,"Kandivali East, North Western", North Western,Mumbai,4.2,600
63 By - Lane,"Evershine Millennium Paradise,Kandivali East, North Western", North Western,Mumbai,4.6,900
Aditi Fast Food,"Malad West, North Western", North Western,Mumbai,3.7,500
Ambience All Day Dining,"Kandivali East, North Western", North Western,Mumbai,4.2,1500
China Bistro,"Infinity Shopping Complex,Thane West, Thane", Thane,Mumbai,4.4,2000
TASCA Oriental Cuisine,"Cosmos Paradise,Thane West, Thane", Thane,Mumbai,4.2,1000
Tanatan,"Vidya Bhavan,Dadar West, South Mumbai", South Mumbai,Mumbai,4.3,1800
Frozen Bottle,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.4,500
The Irish House,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.1,2000
High On Tea,"Evershine Insat CHS,Kandivali East, North Western", North Western,Mumbai,4.2,600
Gigil Brasserie,"Kandivali East, North Western", North Western,Mumbai,4.2,1000
Frozen Bottle,"Infiniti Mall,Malad West, North Western", North Western,Mumbai,4.1,500
Mad Over Donuts,"Shakuntal Building,Dadar West, South Mumbai", South Mumbai,Mumbai,4.7,450
Yoko Sizzlers,"Viviana Mall,Thane West, Thane", Thane,Mumbai,3.9,2400
Wah Maratha,"Summer Castle Compound,Thane West, Thane", Thane,Mumbai,3.8,400
Silver Oaks,"Agarwal Centre,Malad West, North Western", North Western,Mumbai,4.3,1500
Coffee By Di Bella,"Jagdamba Commercial Complex,Malad West, North Western", North Western,Mumbai,4.6,1200
Tibbs Frankie,"Infiniti Mall,Malad West, North Western", North Western,Mumbai,3.9,200
Ebony Fine Dine,"Vishnu Shivam Mall,Kandivali East, North Western", North Western,Mumbai,4.2,1600
Coffee By Di Bella,"Devchhay Building,Dadar West, South Mumbai", South Mumbai,Mumbai,4.4,700
The Momo Factory,"Hari Niwas,Dadar West, South Mumbai", South Mumbai,Mumbai,3.5,400
Tibbs Frankie,"Dadar West, South Mumbai", South Mumbai,Mumbai,4.3,200
Tibbs Frankie,"Viviana Mall,Thane West, Thane", Thane,Mumbai,4.0,200
The Flip Bar,"Vishnu Shivam Mall,Kandivali East, North Western", North Western,Mumbai,4.2,1000
Alfredo's,"Pleasant Park,Malad West, North Western", North Western,Mumbai,4.0,1200
Chaayos - Meri Wali Chai,"Viviana Mall,Thane West, Thane", Thane,Mumbai,3.8,500
Angrezi Dhaba,"Nakshtra Mall,Dadar West, South Mumbai", South Mumbai,Mumbai,4.1,1500
1441 Pizzeria,"Raj Infinia,Malad West, North Western", North Western,Mumbai,4.3,1200
The Burrow Cafe,"Malad West, North Western", North Western,Mumbai,4.1,500
Chinese Wok (Wok Express),"Viviana Mall,Thane West, Thane", Thane,Mumbai,3.6,800
Urban Tadka,"Parth Business Plaza,Malad West, North Western", North Western,Mumbai,4.3,1600
Ming Yang,"Taj Lands End Hotel,Bandra West, Bandra", Bandra,Mumbai,4.5,4000
Froozo,"King Palace,Malad West, North Western", North Western,Mumbai,2.2,800
Hotel Rishi,"Shinde Estate,Dadar East, South Mumbai", South Mumbai,Mumbai,4.2,1200
BrewDog Mid-Town Mumbai,"Lower Parel, South Mumbai", South Mumbai,Mumbai,5.0,1600
Vividh NX Bar & Cafe,"Gayatri Shivam Apartment,Kandivali East, North Western", North Western,Mumbai,4.3,1600
Banjara Dhaba,"Kandivali East, North Western", North Western,Mumbai,3.5,500
Crave Junction,"Kandivali West, North Western", North Western,Mumbai,3.9,1000
Express Eats by Tasca,"Cosmos Paradise,Thane West, Thane", Thane,Mumbai,3.3,500
1441 Pizzeria,"Ashar Tiara Complex,Thane West, Thane", Thane,Mumbai,4.5,1200
Fisco Restobar,"Kandivali West, North Western", North Western,Mumbai,4.3,2000
90ft Above,"Vini Elegance,Borivali West, North Western", North Western,Mumbai,4.1,1200
Cottage Grill,"Dadar West, South Mumbai", South Mumbai,Mumbai,4.3,1200
Zaiqaa,"Rajaram Estate,Dadar East, South Mumbai", South Mumbai,Mumbai,3.8,800
Uttar Dakshin Veg Treat,"Vasant Vihar, Thane", Thane,Mumbai,4.1,900
Chitchat Chai,"Kandivali West, North Western", North Western,Mumbai,3.8,600
Dwarka Restaurant,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,3.7,700
City Forestt Family Restaurant & Bar,"Thane West, Thane", Thane,Mumbai,4.4,2000
Royal Rasoi,"Hawares Centurion Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,4.5,1000
Arabian Chillies Restaurant,"Dreamz Horizon Building,Nerul, Navi Mumbai", Navi Mumbai,Mumbai,3.9,1000
Twistie's,"Sunrise Shopping Center,Thane West, Thane", Thane,Mumbai,4.4,800
Pizza Caprina,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,3.5,400
Chaayos - Meri Wali Chai,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,4.8,500
Arab Restaurant,"Sewri, South Mumbai", South Mumbai,Mumbai,3.9,700
Cheelizza,"Raj Arcade,Kandivali West, North Western", North Western,Mumbai,4.3,600
Kattyz,"Amrapali Shopping Center,Vasant Vihar, Thane", Thane,Mumbai,3.0,200
Preeti Sandwich and Juice Centre,"Amanda Shopping Centre,Thane West, Thane", Thane,Mumbai,4.7,600
Upper Deck,"Hawares Centurion Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,4.2,1000
Punjab Grill,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,4.2,3000
San Marzano Pizzeria & Grill,"Kandivali West, North Western", North Western,Mumbai,4.7,500
Monopoly,"Borivali West, North Western", North Western,Mumbai,3.9,600
Cafe Amigos,"Sunrise Shopping Center,Thane West, Thane", Thane,Mumbai,4.2,1000
Mad Over Donuts,"Profit Centre,Kandivali West, North Western", North Western,Mumbai,4.4,450
Balaji Idli House,"Panchsheel Heights,Kandivali West, North Western", North Western,Mumbai,4.2,800
99 Pancakes,"Raj Arcade,Kandivali West, North Western", North Western,Mumbai,4.0,500
Gigil Brasserie,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,4.3,1000
Mad Over Donuts,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,4.4,450
Frozen Bottle,"Prabhadevi, South Mumbai", South Mumbai,Mumbai,4.4,500
Coconuts Lagoon Coastal Cuisine & Bar,"Dosti Imperia,Thane West, Thane", Thane,Mumbai,4.5,1500
Aromas Cafe,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,4.2,1000
London Taxi,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.4,1600
Food Hub Family Restaurant,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,3.8,800
Taco Bell,"Seawoods Grand Central Mall,Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,4.0,500
East Asia - The Asian Fanfare,"Borivali West, North Western", North Western,Mumbai,4.4,1200
Coffee By Di Bella,"Bhattad Towers,Borivali West, North Western", North Western,Mumbai,4.1,700
House of Misal,"Borivali West, North Western", North Western,Mumbai,5.0,200
Around d' Globe,"Borivali West, North Western", North Western,Mumbai,4.3,1000
Pop Tate's,"R Mall,Thane West, Thane", Thane,Mumbai,4.2,2000
KOKO,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.7,3000
Magari,"Kandivali West, North Western", North Western,Mumbai,4.0,900
Pop Tate's,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,2000
Banana Leaf,"Aditiya Apartments,Borivali West, North Western", North Western,Mumbai,4.2,1000
MH04 The Drunk Yard,"Kothari Compound,Thane West, Thane", Thane,Mumbai,4.3,2000
The Bombay Cartel,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.2,1800
"Ambrosia Cakes, Bakes and Snacks","Malad West, North Western", North Western,Mumbai,4.0,400
Amar Juice & Restaurant,"Borivali West, North Western", North Western,Mumbai,4.0,500
Maple Restro Bar,"Agarwal Arcade,Thane West, Thane", Thane,Mumbai,4.1,1000
99 Pancakes,"Prabhadevi, South Mumbai", South Mumbai,Mumbai,3.0,500
Makhna,"Seawoods, Navi Mumbai", Navi Mumbai,Mumbai,3.2,1700
Younion,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,2000
Angrezi Dhaba,"Todi Mills,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.1,1500
Delhi Highway,"Todi Mills,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,1200
Frozen Bottle,"Bhoomi Enclave,Kandivali West, North Western", North Western,Mumbai,2.5,500
Dinshaw's Xpress Cafe,"Borivali West, North Western", North Western,Mumbai,4.2,1500
Masala Mastee,"Borivali West, North Western", North Western,Mumbai,4.3,1200
Prasad Food Divine,"Manpada, Thane", Thane,Mumbai,4.4,1000
Chaayos - Meri Wali Chai,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,500
New York Burrito Company,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,600
Aromas Cafe & Bistro,"Indiabulls Finance Center,Lower Parel, South Mumbai", South Mumbai,Mumbai,2.8,1500
Sammy Sosa,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.6,1500
Pop Tate's,"The Walk,Thane West, Thane", Thane,Mumbai,4.5,2000
Yum In Tum,"Borivali West, North Western", North Western,Mumbai,5.0,400
West 1,"The Park Navi Mumbai,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.0,3000
Street Gourmet,"Borivali West, North Western", North Western,Mumbai,3.8,1000
Srinathji's,"Jagdamba Bhavan,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,500
Ambience Bar & Kitchen,"Jagdamba Bhavan,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,2000
K's Charcoal,"Borivali West, North Western", North Western,Mumbai,4.0,1000
Social,"Mathuradas Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,3.8,2000
1441 Pizzeria,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.6,1200
Dhaba Cafe,"Mariam Mansion,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.7,600
Zaika Crave,"Club Aquaria,Borivali West, North Western", North Western,Mumbai,4.3,1500
Invento,"Shinde Building,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.2,1300
Dusk,"The Park Navi Mumbai,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,3.5,2500
Elementaria Bakery Cafe,"Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,800
Mad Over Donuts,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.5,450
GASTRONOM,"Bhailal Building,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.0,800
RamKrishna Palace,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.7,800
Riso,"Janta Industrial Estate,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.2,1500
The Joker Bistro,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.2,1600
The Sahib Room & Kipling Bar,"The St. Regis Mumbai,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.5,4000
Pangat,"Shree Gayatri Ganesh Apartment,Borivali West, North Western", North Western,Mumbai,4.1,700
Ithaka - Veg Lebanese Kitchen,"Janta Industrial Estate,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.2,1500
Firki*,"Janta Industrial Estate,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.0,1000
Farmhouse Palladium,"Borivali West, North Western", North Western,Mumbai,5.0,2000
Bayroute,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,3000
Udupi Shri Krishna,"Kukreja Plaza,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.8,1000
Chin Chin Chu,"Worli, South Mumbai", South Mumbai,Mumbai,4.5,2500
Honey Chillies,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.5,1000
Shaollin Temple,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.5,1500
Pranaam Fine Dine & Bar,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.2,1000
Jade Buddha's Pub and Kitchen,"Citi Tower,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.1,1600
GupShup - Redefining Food,"Raghuvanshi Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.2,1200
Gymkhana 91 Bar & Kitchen,"Raghuvanshi Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,1200
Masque,"Laxmi Woolen Mills,Mahalaxmi, South Mumbai", South Mumbai,Mumbai,4.6,8000
Tibbs Frankie,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,3.5,200
Chaai Centre,"CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.3,500
Tokyo Treat,"Bhailal Building,Lower Parel, South Mumbai", South Mumbai,Mumbai,3.0,1000
Sizzling China,"Lower Parel, South Mumbai", South Mumbai,Mumbai,4.3,1200
Tibbs Frankie,"High Street Phoenix Mall,Lower Parel, South Mumbai", South Mumbai,Mumbai,3.7,200
Dhamaka Cafe & Lounge Bar,"Mahavir Icon,CBD-Belapur, Navi Mumbai", Navi Mumbai,Mumbai,4.0,1500
99 Pancakes,"Lower Parel, South Mumbai", South Mumbai,Mumbai,4.0,500
The Wadapav Cafe,"Borivali East, North Western", North Western,Mumbai,1.8,400
Thee Confectionery,"Lower Parel, South Mumbai", South Mumbai,Mumbai,1.0,600
China Bistro,"Worli, South Mumbai", South Mumbai,Mumbai,4.3,2000
Silver Coin,"Raj Sebastain Kinny Apartment,Borivali West, North Western", North Western,Mumbai,4.5,1000
Light House Cafe,"Sun Ville,Worli, South Mumbai", South Mumbai,Mumbai,4.0,2500
Glocal Junction,"Nehru Centre,Worli, South Mumbai", South Mumbai,Mumbai,4.4,2200
Pritam's Global Cuisine,"Rosa Vista,Thane West, Thane", Thane,Mumbai,4.2,2000
99 Pancakes,"Borivali West, North Western", North Western,Mumbai,4.0,500
Wowfillss,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,4.0,500
Persian Darbar,"Alexandra Terrace,Byculla, South Mumbai", South Mumbai,Mumbai,4.3,1500
Pizzaria House,"Kandivali West, North Western", North Western,Mumbai,1.0,1000
La Crosta,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,4.1,400
Hugs & Mugs,"Bhoomi Towers,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,4.5,700
Banjara Dhaba,"Borivali West, North Western", North Western,Mumbai,4.0,700
Cheezzo By Pi,"Bhoomi Towers,Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,4.6,300
